,week,year,county,count,incidence
3206,52,2016,LK Nordwestmecklenburg,1,21.23342613
3207,52,2016,LK Northeim,1,24.46017747
3208,52,2016,LK NŸrnberger Land,2,36.03963471
3209,52,2016,LK Oberbergischer Kreis,4,47.73051274
3210,52,2016,LK Oberhavel,2,30.87553428
3211,52,2016,LK Oder-Spree,1,17.51466853
3212,52,2016,LK Olpe,2,46.80335607
3213,52,2016,LK Ortenaukreis,4,32.71181424
3214,52,2016,LK OsnabrŸck,1,9.214372373
3215,52,2016,LK Ostalbkreis,1,11.37138958
3216,52,2016,LK OstallgŠu,1,20.26616226
3217,52,2016,LK Ostholstein,1,18.8980346
3218,52,2016,LK Paderborn,3,42.21265824
3219,52,2016,LK Passau,5,78.62037777
3220,52,2016,LK Pfaffenhofen a.d.Ilm,3,82.6647812
3221,52,2016,LK Pinneberg,1,13.11274778
3222,52,2016,LK Potsdam-Mittelmark,1,28.12939522
3223,52,2016,LK Rastatt,3,37.94275808
3224,52,2016,LK Ravensburg,3,37.97363356
3225,52,2016,LK Recklinghausen,8,44.04316093
3226,52,2016,LK Regen,1,65.79909343
3227,52,2016,LK Rems-Murr-Kreis,1,8.661674975
3228,52,2016,LK Reutlingen,2,23.92996497
3229,52,2016,LK Rhein-Erft-Kreis,5,34.89377987
3230,52,2016,LK Rhein-HunsrŸck-Kreis,1,25.75954892
3231,52,2016,LK Rhein-Kreis Neuss,6,53.17129997
3232,52,2016,LK Rhein-Neckar-Kreis,1,4.739573596
3233,52,2016,LK Rhein-Sieg-Kreis,2,9.443914766
3234,52,2016,LK Rheingau-Taunus-Kreis,1,15.49813592
3235,52,2016,LK Rheinisch-Bergischer Kreis,1,9.359936352
3236,52,2016,LK Rhšn-Grabfeld,2,82.57146787
3237,52,2016,LK Rosenheim,1,10.68915348
3238,52,2016,LK Rostock,1,13.46851734
3239,52,2016,LK Rotenburg (WŸmme),1,18.17447496
3240,52,2016,LK Rottweil,3,77.11530359
3241,52,2016,LK Saale-Holzland-Kreis,1,49.78702218
3242,52,2016,LK Saale-Orla-Kreis,1,47.09576138
3243,52,2016,LK Saalekreis,1,27.89054511
3244,52,2016,LK Saar-Pfalz-Kreis,1,26.26816882
3245,52,2016,LK Saarlouis,2,29.25884413
3246,52,2016,LK Salzlandkreis,2,25.40082656
3247,52,2016,LK Schleswig-Flensburg,1,21.07925801
3248,52,2016,LK Schmalkalden-Meiningen,3,70.46272051
3249,52,2016,LK Schwarzwald-Baar-Kreis,3,40.60271994
3250,52,2016,LK Schweinfurt,2,55.32659207
3251,52,2016,LK Segeberg,2,21.06357557
3252,52,2016,LK Sigmaringen,1,24.58479021
3253,52,2016,LK Soest,4,44.52100078
3254,52,2016,LK Stadtverband SaarbrŸcken,4,39.82434917
3255,52,2016,LK Starnberg,1,31.30434783
3256,52,2016,LK Steinburg,1,27.88276845
3257,52,2016,LK Steinfurt,2,16.00096715
3258,52,2016,LK SŠchsische Schweiz-Osterzgebirge,1,10.31973994
3259,52,2016,LK Teltow-FlŠming,2,35.32504369
3260,52,2016,LK Traunstein,1,20.92123156
3261,52,2016,LK Uckermark,1,41.84586772
3262,52,2016,LK Unna,5,43.74982522
3263,52,2016,LK Vechta,2,42.68634433
3264,52,2016,LK Viersen,2,20.79403091
3265,52,2016,LK Vogelsbergkreis,1,27.736259
3266,52,2016,LK Vogtlandkreis,1,18.33105892
3267,52,2016,LK Waldeck-Frankenberg,1,18.86159779
3268,52,2016,LK Waldshut,1,18.63932898
3269,52,2016,LK Warendorf,1,8.995951822
3270,52,2016,LK Wartburgkreis,3,65.48677262
3271,52,2016,LK Weilheim-Schongau,1,20.49623666
3272,52,2016,LK Westerwaldkreis,3,46.82034949
3273,52,2016,LK Wetteraukreis,2,19.55043211
3274,52,2016,LK Wittenberg,1,25.13615417
3275,52,2016,LK WolfenbŸttel,1,24.21731
3276,52,2016,LK WŸrzburg,1,15.61293792
3277,52,2016,LK Zollernalbkreis,2,37.61774377
3278,52,2016,LK Zwickau,4,40.84707153
3279,52,2016,Region Hannover,5,21.71234228
3280,52,2016,SK Bayreuth,1,64.06605923
3281,52,2016,SK Berlin Charlottenburg-Wilmersdorf,2,17.55852057
3282,52,2016,SK Berlin Friedrichshain-Kreuzberg,2,30.55149472
3283,52,2016,SK Berlin Lichtenberg,1,16.633861
3284,52,2016,SK Berlin Mitte,2,22.35087406
3285,52,2016,SK Berlin Neukšlln,2,25.35068402
3286,52,2016,SK Berlin Pankow,1,5.776655252
