Unnamed: 0,week,year,countyx,count,incidence,index,BinX,BinY,Unnamed: 0,X,Y,county
1472,28,2001,LK Northeim,1.0,22.855981918378703,1472,7,9,267.0,10.06674944,51.92872312,LK Northeim
1473,28,2001,LK Oberbergischer Kreis,1.0,15.2743009885867,1473,3,7,41.0,7.493526602,51.0346558,LK Oberbergischer Kreis
1474,28,2001,LK Osnabrück,2.0,19.31270195068952,1474,4,10,4.0,8.068736307,52.33470579,LK Osnabrück
1475,28,2001,LK Rhein-Lahn-Kreis,1.0,41.002277904328,1475,3,6,70.0,7.849472445,50.26741752,LK Rhein-Lahn-Kreis
1476,28,2001,LK Rhein-Sieg-Kreis,5.0,34.45630625012179,1476,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1477,28,2001,LK Rheinisch-Bergischer Kreis,2.0,30.861247590199905,1477,2,7,68.0,7.194022331,51.02777057,LK Rheinisch-Bergischer Kreis
1478,28,2001,LK Rhön-Grabfeld,2.0,106.66489512406531,1478,7,6,56.0,10.26110163,50.36123232,LK Rhön-Grabfeld
1479,28,2001,LK Roth,1.0,35.946798737868,1479,0.0,0.0,,0.0,0.0,
1480,28,2001,LK Rottal-Inn,8.0,263.279624577462,1480,12,2,156.0,12.83641293,48.44287554,LK Rottal-Inn
1481,28,2001,LK Sigmaringen,1.0,25.3054223896754,1481,6,1,176.0,9.262390337000001,48.04993413,LK Sigmaringen
1482,28,2001,LK Starnberg,1.0,29.0495941126156,1482,9,1,148.0,11.28948897,47.98903175,LK Starnberg
1483,28,2001,LK Südwestpfalz,1.0,33.9181066159151,1483,3,4,363.0,7.664030661,49.21527088,LK Südwestpfalz
1484,28,2001,LK Warendorf,1.0,15.7118790534466,1484,4,9,355.0,7.956016977000001,51.85824772,LK Warendorf
1485,28,2001,LK Westerwaldkreis,1.0,21.874924045402604,1485,3,7,310.0,7.871130063,50.64982156,LK Westerwaldkreis
1486,28,2001,LK Würzburg,3.0,85.2268280081201,1486,7,5,367.0,9.917228179,49.72641812,LK Würzburg
1487,28,2001,Region Hannover,1.0,3.87410034780812,1487,7,10,344.0,9.740668383,52.42059177,Region Hannover
1488,28,2001,SK Bayreuth,1.0,74.9313129631171,1488,10,5,353.0,11.58109613,49.93541737,SK Bayreuth
1489,28,2001,SK Berlin Tempelhof-Schöneberg,1.0,13.993298764702699,1489,13,10,403.0,13.37825113,52.44223969,SK Berlin Tempelhof-Schöneberg
1490,28,2001,SK Bremen,1.0,8.10252393620613,1490,5,12,7.0,8.985246872000001,53.12756903,SK Bremen
1491,28,2001,SK Emden,6.0,460.66991688616133,1491,2,12,291.0,7.173407894,53.36926198,SK Emden
1492,28,2001,SK Essen,1.0,7.16318124838331,1492,2,8,109.0,7.00732044,51.43776931,SK Essen
1493,28,2001,SK Freiburg i.Breisgau,1.0,19.2309746899005,1493,3,1,39.0,7.812223322999999,47.98973442,SK Freiburg i.Breisgau
1494,28,2001,SK Köln,5.0,21.862837952304908,1494,2,7,358.0,6.95755812,50.95978658,SK Köln
1495,28,2001,SK Mönchengladbach,1.0,18.1548609640231,1495,1,8,253.0,6.430418459,51.16880353,SK Mönchengladbach
1496,28,2001,SK Nürnberg,1.0,5.250308455621769,1496,9,4,348.0,11.26434146,49.44199411,SK Nürnberg
1497,28,2001,SK Stuttgart,3.0,23.876998437946877,1497,6,3,60.0,9.174547296,48.78448056,SK Stuttgart
1498,29,2001,LK Aichach-Friedberg,1.0,29.2250491143187,1498,9,2,338.0,11.07345012,48.41245885,LK Aichach-Friedberg
1499,29,2001,LK Augsburg,1.0,15.656666695660501,1499,8,2,327.0,10.73523718,48.36649759,LK Augsburg
1500,29,2001,LK Aurich,1.0,18.4413003165757,1500,3,13,113.0,7.551010077999999,53.67659651,LK Aurich
1501,29,2001,LK Bernkastel-Wittlich,1.0,34.81422741427,1501,2,5,24.0,6.947075093,49.9288013,LK Bernkastel-Wittlich
1502,29,2001,LK Deggendorf,4.0,134.9829669000946,1502,12,3,71.0,13.01836551,48.77997544,LK Deggendorf
1503,29,2001,LK Dingolfing-Landau,1.0,37.946663855802704,1503,11,3,313.0,12.62161502,48.6344399,LK Dingolfing-Landau
1504,29,2001,LK Enzkreis,1.0,16.2121266707497,1504,5,3,349.0,8.728694255,48.90092033,LK Enzkreis
1505,29,2001,LK Freising,1.0,24.348343636289894,1505,10,2,163.0,11.74891157,48.45388349,LK Freising
1506,29,2001,LK Göttingen,1.0,14.4006912331792,1506,7,8,410.0,10.09441644,51.55486849,LK Göttingen
1507,29,2001,LK Heidenheim,1.0,26.0684441483584,1507,7,3,226.0,10.22091399,48.6697696,LK Heidenheim
1508,29,2001,LK Kelheim,1.0,31.520330613245505,1508,10,3,107.0,11.84826972,48.82915438,LK Kelheim
1509,29,2001,LK Lindau,2.0,112.240443973312,1509,7,1,150.0,9.853905439,47.59909659,LK Lindau
1510,29,2001,LK Minden-Lübbecke,4.0,48.4275488622649,1510,5,10,14.0,8.805253586000001,52.34736214,LK Minden-Lübbecke
1511,29,2001,LK Märkischer Kreis,4.0,34.5473954156231,1511,3,8,320.0,7.718627682,51.26186162,LK Märkischer Kreis
1512,29,2001,LK Nürnberger Land,1.0,26.814444047193398,1512,9,4,224.0,11.39132264,49.51477278,LK Nürnberger Land
1513,29,2001,LK Olpe,1.0,26.0661791325755,1513,4,8,8.0,7.98838153,51.09306928,LK Olpe
1514,29,2001,LK Osnabrück,1.0,10.0103996930144,1514,4,10,4.0,8.068736307,52.33470579,LK Osnabrück
1515,29,2001,LK Rhein-Erft-Kreis,2.0,15.415096476037078,1515,1,7,332.0,6.7243826570000005,50.91095217,LK Rhein-Erft-Kreis
1516,29,2001,LK Rhein-Sieg-Kreis,3.0,19.450733515315214,1516,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1517,29,2001,LK Rottal-Inn,2.0,62.99574877134379,1517,12,2,156.0,12.83641293,48.44287554,LK Rottal-Inn
1518,29,2001,LK Sigmaringen,1.0,33.966109370872196,1518,6,1,176.0,9.262390337000001,48.04993413,LK Sigmaringen
1519,29,2001,LK Soest,1.0,10.9832444504107,1519,4,9,231.0,8.193101765,51.58734747,LK Soest
1520,29,2001,LK Starnberg,1.0,28.1888653981677,1520,9,1,148.0,11.28948897,47.98903175,LK Starnberg
1521,29,2001,LK Unna,2.0,17.25492460393436,1521,3,9,334.0,7.615060185,51.58154829,LK Unna
1522,29,2001,LK Unterallgäu,1.0,28.892919629528603,1522,8,2,236.0,10.57487898,48.21305543,LK Unterallgäu
1523,29,2001,LK Waldshut,1.0,23.943174864987107,1523,4,1,251.0,8.277484463,47.6936338,LK Waldshut
1524,29,2001,LK Würzburg,1.0,22.20440387343489,1524,7,5,367.0,9.917228179,49.72641812,LK Würzburg
1525,29,2001,SK Augsburg,1.0,17.9866898495114,1525,8,2,337.0,10.87617153,48.34534076,SK Augsburg
1526,29,2001,SK Berlin Reinickendorf,1.0,20.1072386058981,1526,13,11,408.0,13.31213383,52.60406511,SK Berlin Reinickendorf
1527,29,2001,SK Bremerhaven,1.0,35.266457680250795,1527,5,12,79.0,8.579205939,53.54564174,SK Bremerhaven
1528,29,2001,SK Dortmund,1.0,8.19045538931965,1528,3,8,91.0,7.462898955,51.51635974,SK Dortmund
1529,29,2001,SK Essen,1.0,7.16318124838331,1529,2,8,109.0,7.00732044,51.43776931,SK Essen
1530,29,2001,SK Fürth,2.0,74.1296810534198,1530,9,4,300.0,10.96638261,49.49040584,SK Fürth
1531,29,2001,SK Hagen,1.0,24.9667110519308,1531,3,8,263.0,7.485512772000001,51.34104646,SK Hagen
1532,29,2001,SK Hamm,1.0,21.5499179905899,1532,3,9,76.0,7.816168477000001,51.67519563,SK Hamm
1533,29,2001,SK Köln,13.0,52.84977182226506,1533,2,7,358.0,6.95755812,50.95978658,SK Köln
1534,29,2001,SK Leverkusen,1.0,25.864298646435,1534,2,7,5.0,7.016196182000001,51.05635665,SK Leverkusen
1535,29,2001,SK Lübeck,1.0,13.271400132714,1535,8,13,129.0,10.74087666,53.87789972,SK Lübeck
1536,29,2001,SK Stuttgart,6.0,47.237981460582745,1536,6,3,60.0,9.174547296,48.78448056,SK Stuttgart
1537,30,2001,LK Bayreuth,1.0,38.4952629440322,1537,10,5,328.0,11.54100506,49.88512225,LK Bayreuth
1538,30,2001,LK Deggendorf,1.0,31.405391258832804,1538,12,3,71.0,13.01836551,48.77997544,LK Deggendorf
1539,30,2001,LK Dingolfing-Landau,1.0,37.946663855802704,1539,11,3,313.0,12.62161502,48.6344399,LK Dingolfing-Landau
1540,30,2001,LK Freising,1.0,23.853065118867804,1540,10,2,163.0,11.74891157,48.45388349,LK Freising
1541,30,2001,LK Freyung-Grafenau,1.0,63.346823860636995,1541,13,3,281.0,13.48604247,48.82855602,LK Freyung-Grafenau
1542,30,2001,LK Fürth,1.0,37.1417369952335,1542,8,4,347.0,10.85321432,49.45391379,LK Fürth
1543,30,2001,LK Kelheim,1.0,22.075596654320695,1543,10,3,107.0,11.84826972,48.82915438,LK Kelheim
1544,30,2001,LK Konstanz,2.0,27.448353965139297,1544,6,1,270.0,9.129606178,47.8477235,LK Konstanz
1545,30,2001,LK Kusel,4.0,183.3268031288718,1545,3,5,260.0,7.479068831,49.56349259,LK Kusel
1546,30,2001,LK Landshut,1.0,27.280167318359602,1546,11,2,314.0,12.19815078,48.55369295,LK Landshut
1547,30,2001,LK Leer,2.0,45.9511887718506,1547,3,12,331.0,7.816364299,53.37698084,LK Leer
1548,30,2001,LK Lindau,1.0,56.120221986655906,1548,7,1,150.0,9.853905439,47.59909659,LK Lindau
1549,30,2001,LK Main-Kinzig-Kreis,1.0,9.755463059313222,1549,6,6,29.0,9.277347392000001,50.2587854,LK Main-Kinzig-Kreis
1550,30,2001,LK Minden-Lübbecke,2.0,24.323173903937,1550,5,10,14.0,8.805253586000001,52.34736214,LK Minden-Lübbecke
1551,30,2001,LK Märkischer Kreis,3.0,27.24526196959727,1551,3,8,320.0,7.718627682,51.26186162,LK Märkischer Kreis
1552,30,2001,LK Nürnberger Land,1.0,26.814444047193398,1552,9,4,224.0,11.39132264,49.51477278,LK Nürnberger Land
1553,30,2001,LK Oberbergischer Kreis,3.0,38.69422517960339,1553,3,7,41.0,7.493526602,51.0346558,LK Oberbergischer Kreis
1554,30,2001,LK Ostallgäu,2.0,59.388832622475796,1554,8,1,371.0,10.65340057,47.80151836,LK Ostallgäu
1555,30,2001,LK Regen,1.0,65.7990934347127,1555,12,3,208.0,13.0985455,49.02234446,LK Regen
1556,30,2001,LK Rhein-Erft-Kreis,1.0,9.4700955427417,1556,1,7,332.0,6.7243826570000005,50.91095217,LK Rhein-Erft-Kreis
1557,30,2001,LK Rhein-Sieg-Kreis,2.0,14.079481872851982,1557,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1558,30,2001,LK Rottal-Inn,3.0,84.73557878277092,1558,12,2,156.0,12.83641293,48.44287554,LK Rottal-Inn
1559,30,2001,LK Tuttlingen,1.0,24.919013207076997,1559,5,1,287.0,8.793968846,47.99870905,LK Tuttlingen
1560,30,2001,LK Würzburg,1.0,27.428153475756602,1560,7,5,367.0,9.917228179,49.72641812,LK Würzburg
1561,30,2001,SK Augsburg,2.0,34.427209753530505,1561,8,2,337.0,10.87617153,48.34534076,SK Augsburg
1562,30,2001,SK Bayreuth,2.0,156.38575152041702,1562,10,5,353.0,11.58109613,49.93541737,SK Bayreuth
1563,30,2001,SK Berlin Friedrichshain-Kreuzberg,1.0,7.96897412739733,1563,13,10,399.0,13.43358439,52.50618579,SK Berlin Friedrichshain-Kreuzberg
1564,30,2001,SK Berlin Marzahn-Hellersdorf,1.0,18.5666542888971,1564,13,10,406.0,13.58748769,52.51996384,SK Berlin Marzahn-Hellersdorf
1565,30,2001,SK Dresden,1.0,4.1242688015104,1565,13,8,361.0,13.78121489,51.07334504,SK Dresden
1566,30,2001,SK Hagen,2.0,36.599862907474304,1566,3,8,263.0,7.485512772000001,51.34104646,SK Hagen
1567,30,2001,SK Köln,9.0,38.656042714473344,1567,2,7,358.0,6.95755812,50.95978658,SK Köln
1568,30,2001,SK Regensburg,1.0,17.0443247133239,1568,11,3,248.0,12.10572958,49.02247993,SK Regensburg
1569,31,2001,LK Aichach-Friedberg,1.0,18.9431809810463,1569,9,2,338.0,11.07345012,48.41245885,LK Aichach-Friedberg
1570,31,2001,LK Augsburg,1.0,14.1449384695177,1570,8,2,327.0,10.73523718,48.36649759,LK Augsburg
1571,31,2001,LK Aurich,1.0,18.4413003165757,1571,3,13,113.0,7.551010077999999,53.67659651,LK Aurich
1572,31,2001,LK Biberach,2.0,42.3676281686354,1572,7,2,124.0,9.738412896,48.12156599,LK Biberach
1573,31,2001,LK Dachau,1.0,27.2491938780144,1573,9,2,9.0,11.34429534,48.34214662,LK Dachau
1574,31,2001,LK Deggendorf,2.0,61.4974632296418,1574,12,3,71.0,13.01836551,48.77997544,LK Deggendorf
1575,31,2001,LK Diepholz,1.0,18.422614783124896,1575,5,11,166.0,8.739002191,52.74783763,LK Diepholz
1576,31,2001,LK Kelheim,1.0,30.236347449228106,1576,10,3,107.0,11.84826972,48.82915438,LK Kelheim
1577,31,2001,LK Limburg-Weilburg,1.0,17.6078726755163,1577,4,6,49.0,8.212602427,50.42987922,LK Limburg-Weilburg
1578,31,2001,LK Märkischer Kreis,2.0,19.140702893129546,1578,3,8,320.0,7.718627682,51.26186162,LK Märkischer Kreis
1579,31,2001,LK Oberbergischer Kreis,1.0,11.618150132317801,1579,3,7,41.0,7.493526602,51.0346558,LK Oberbergischer Kreis
1580,31,2001,LK Osnabrück,1.0,10.1178163503912,1580,4,10,4.0,8.068736307,52.33470579,LK Osnabrück
1581,31,2001,LK Rendsburg-Eckernförde,1.0,17.4066087091066,1581,7,14,3.0,9.808401912999999,54.29850433,LK Rendsburg-Eckernförde
1582,31,2001,LK Rhein-Hunsrück-Kreis,1.0,45.2796015395065,1582,3,5,170.0,7.484318045,50.04406903,LK Rhein-Hunsrück-Kreis
1583,31,2001,LK Rhein-Sieg-Kreis,6.0,40.696826190959975,1583,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1584,31,2001,LK Rottal-Inn,1.0,29.2997363023733,1584,12,2,156.0,12.83641293,48.44287554,LK Rottal-Inn
1585,31,2001,LK Waldeck-Frankenberg,1.0,25.3417618155964,1585,5,8,96.0,8.865451345,51.1965554,LK Waldeck-Frankenberg
1586,31,2001,LK Westerwaldkreis,1.0,12.4850006589306,1586,3,7,310.0,7.871130063,50.64982156,LK Westerwaldkreis
1587,31,2001,SK Dortmund,1.0,7.80873797779716,1587,3,8,91.0,7.462898955,51.51635974,SK Dortmund
1588,31,2001,SK Emden,1.0,57.509824595035,1588,2,12,291.0,7.173407894,53.36926198,SK Emden
1589,31,2001,SK Fürth,1.0,39.381276390924796,1589,9,4,300.0,10.96638261,49.49040584,SK Fürth
1590,31,2001,SK Köln,4.0,17.32933220167859,1590,2,7,358.0,6.95755812,50.95978658,SK Köln
1591,31,2001,SK Nürnberg,2.0,19.438867689984146,1591,9,4,348.0,11.26434146,49.44199411,SK Nürnberg
1592,31,2001,SK Stuttgart,3.0,23.308984456770283,1592,6,3,60.0,9.174547296,48.78448056,SK Stuttgart
1593,31,2001,StädteRegion Aachen,1.0,8.65705092750682,1593,1,7,309.0,6.417590692999999,50.61051921,StädteRegion Aachen
1594,32,2001,LK Biberach,1.0,18.5944650475708,1594,7,2,124.0,9.738412896,48.12156599,LK Biberach
1595,32,2001,LK Böblingen,1.0,11.335012594458401,1595,5,3,350.0,8.942495704,48.67913217,LK Böblingen
1596,32,2001,LK Darmstadt-Dieburg,2.0,25.6664361440457,1596,5,5,366.0,8.757112401,49.85856737,LK Darmstadt-Dieburg
1597,32,2001,LK Deggendorf,1.0,33.1510028178352,1597,12,3,71.0,13.01836551,48.77997544,LK Deggendorf
1598,32,2001,LK Dingolfing-Landau,1.0,47.9488545551412,1598,11,3,313.0,12.62161502,48.6344399,LK Dingolfing-Landau
1599,32,2001,LK Fürstenfeldbruck,1.0,20.0859231155498,1599,9,2,143.0,11.19630705,48.18805341,LK Fürstenfeldbruck
1600,32,2001,LK Germersheim,1.0,33.311125916056,1600,4,4,0.0,8.238553946,49.13685059,LK Germersheim
1601,32,2001,LK Göppingen,2.0,17.5428337524121,1601,7,3,219.0,9.729747831000001,48.66954431,LK Göppingen
1602,32,2001,LK Kelheim,3.0,96.0375418321648,1602,10,3,107.0,11.84826972,48.82915438,LK Kelheim
1603,32,2001,LK Main-Taunus-Kreis,1.0,16.9611307420495,1603,4,6,187.0,8.431751829,50.11309205,LK Main-Taunus-Kreis
1604,32,2001,LK München,1.0,12.2473974280465,1604,10,2,149.0,11.62689387,48.09397884,LK München
1605,32,2001,LK Olpe,1.0,23.2883092687471,1605,4,8,8.0,7.98838153,51.09306928,LK Olpe
1606,32,2001,LK Reutlingen,1.0,13.4663005827916,1606,6,2,271.0,9.360436238,48.42092937,LK Reutlingen
1607,32,2001,LK Rhein-Hunsrück-Kreis,1.0,45.2796015395065,1607,3,5,170.0,7.484318045,50.04406903,LK Rhein-Hunsrück-Kreis
1608,32,2001,LK Rhein-Kreis Neuss,1.0,9.522298047928901,1608,1,8,365.0,6.643107827000001,51.14760705,LK Rhein-Kreis Neuss
1609,32,2001,LK Rhein-Neckar-Kreis,1.0,6.993686255463821,1609,5,4,167.0,8.900597803,49.50474932,LK Rhein-Neckar-Kreis
1610,32,2001,LK Rhein-Sieg-Kreis,1.0,6.428112277694451,1610,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1611,32,2001,LK Rheinisch-Bergischer Kreis,1.0,17.006642038529506,1611,2,7,68.0,7.194022331,51.02777057,LK Rheinisch-Bergischer Kreis
1612,32,2001,LK Siegen-Wittgenstein,1.0,17.0680826853783,1612,4,7,55.0,8.199012193,50.94208595,LK Siegen-Wittgenstein
1613,32,2001,LK Steinfurt,1.0,8.658716681979769,1613,3,10,59.0,7.609238499999999,52.19549011,LK Steinfurt
1614,32,2001,LK Unterallgäu,1.0,27.3568703740292,1614,8,2,236.0,10.57487898,48.21305543,LK Unterallgäu
1615,32,2001,LK Waldshut,1.0,23.943174864987107,1615,4,1,251.0,8.277484463,47.6936338,LK Waldshut
1616,32,2001,LK Westerwaldkreis,1.0,20.4440910897836,1616,3,7,310.0,7.871130063,50.64982156,LK Westerwaldkreis
1617,32,2001,LK Würzburg,1.0,24.1038070624155,1617,7,5,367.0,9.917228179,49.72641812,LK Würzburg
1618,32,2001,SK Berlin Friedrichshain-Kreuzberg,1.0,10.899776554580601,1618,13,10,399.0,13.43358439,52.50618579,SK Berlin Friedrichshain-Kreuzberg
1619,32,2001,SK Bielefeld,1.0,8.32266029212538,1619,5,9,212.0,8.529956131,52.00734698,SK Bielefeld
1620,32,2001,SK Cottbus,1.0,61.6565047612523,1620,14,9,125.0,14.36606791,51.77549306,SK Cottbus
1621,32,2001,SK Emden,5.0,402.3207157538855,1621,2,12,291.0,7.173407894,53.36926198,SK Emden
1622,32,2001,SK Fürth,1.0,34.5396630463983,1622,9,4,300.0,10.96638261,49.49040584,SK Fürth
1623,32,2001,SK Köln,4.0,17.539821930581688,1623,2,7,358.0,6.95755812,50.95978658,SK Köln
1624,32,2001,SK Solingen,1.0,21.8136868766436,1624,2,8,302.0,7.073292041,51.15819221,SK Solingen
1625,32,2001,SK Stuttgart,1.0,7.30421656190526,1625,6,3,60.0,9.174547296,48.78448056,SK Stuttgart
1626,32,2001,StädteRegion Aachen,3.0,15.934501060576316,1626,1,7,309.0,6.417590692999999,50.61051921,StädteRegion Aachen
1627,33,2001,LK Aurich,2.0,45.673873296710795,1627,3,13,113.0,7.551010077999999,53.67659651,LK Aurich
1628,33,2001,LK Enzkreis,1.0,18.238745174332,1628,5,3,349.0,8.728694255,48.90092033,LK Enzkreis
1629,33,2001,LK Fulda,1.0,19.6217365236823,1629,7,7,1.0,9.754013361,50.59158168,LK Fulda
1630,33,2001,LK Heilbronn,1.0,10.213577248689301,1630,6,4,217.0,9.220702606,49.17535877,LK Heilbronn
1631,33,2001,LK Limburg-Weilburg,2.0,37.004578123604496,1631,4,6,49.0,8.212602427,50.42987922,LK Limburg-Weilburg
1632,33,2001,LK Lippe,1.0,9.66266560735222,1632,5,9,111.0,8.99582429,51.99519507,LK Lippe
1633,33,2001,LK Main-Kinzig-Kreis,1.0,8.07109740020985,1633,6,6,29.0,9.277347392000001,50.2587854,LK Main-Kinzig-Kreis
1634,33,2001,LK Mettmann,1.0,8.616851689621,1634,2,8,324.0,6.963113017,51.24188999,LK Mettmann
1635,33,2001,LK Miltenberg,1.0,28.3094537848167,1635,6,5,138.0,9.2487112,49.7684453,LK Miltenberg
1636,33,2001,LK Neumarkt i.d.OPf.,1.0,29.3264687673108,1636,10,4,128.0,11.53502539,49.21791988,LK Neumarkt i.d.OPf.
1637,33,2001,LK Oberallgäu,1.0,25.7994238128682,1637,7,1,97.0,10.24905409,47.57647057,LK Oberallgäu
1638,33,2001,LK Rhein-Kreis Neuss,1.0,9.75171061256995,1638,1,8,365.0,6.643107827000001,51.14760705,LK Rhein-Kreis Neuss
1639,33,2001,LK Rhein-Sieg-Kreis,1.0,5.82526157042579,1639,2,7,357.0,7.200650126,50.74223782,LK Rhein-Sieg-Kreis
1640,33,2001,LK Sömmerda,2.0,135.079359123485,1640,9,8,69.0,11.16288245,51.16097078,LK Sömmerda
1641,33,2001,LK Wesel,2.0,12.01693986788949,1641,1,9,289.0,6.606887225,51.61954756,LK Wesel
1642,33,2001,LK Würzburg,4.0,97.8822981634475,1642,7,5,367.0,9.917228179,49.72641812,LK Würzburg
1643,33,2001,SK Bayreuth,1.0,26.679314638050602,1643,10,5,353.0,11.58109613,49.93541737,SK Bayreuth
1644,33,2001,SK Düsseldorf,1.0,6.676780753066679,1644,2,8,323.0,6.825464322,51.23556231,SK Düsseldorf
1645,33,2001,SK Emden,1.0,76.844262295082,1645,2,12,291.0,7.173407894,53.36926198,SK Emden
1646,33,2001,SK Essen,1.0,8.109130881372419,1646,2,8,109.0,7.00732044,51.43776931,SK Essen
1647,33,2001,SK Krefeld,2.0,39.7193254296841,1647,1,8,18.0,6.576357018,51.35105242,SK Krefeld
1648,33,2001,SK Köln,1.0,4.469295936913411,1648,2,7,358.0,6.95755812,50.95978658,SK Köln
1649,33,2001,SK Nürnberg,1.0,8.89890840056953,1649,9,4,348.0,11.26434146,49.44199411,SK Nürnberg
1650,33,2001,SK Stuttgart,1.0,7.85371153317539,1650,6,3,60.0,9.174547296,48.78448056,SK Stuttgart
1651,33,2001,StädteRegion Aachen,3.0,25.10193999302602,1651,1,7,309.0,6.417590692999999,50.61051921,StädteRegion Aachen
1652,34,2001,LK Augsburg,1.0,13.224209118826899,1652,8,2,327.0,10.73523718,48.36649759,LK Augsburg
1653,34,2001,LK Aurich,2.0,45.06942212102089,1653,3,13,113.0,7.551010077999999,53.67659651,LK Aurich
1654,34,2001,LK Bad Kissingen,1.0,31.753872208305392,1654,7,6,22.0,9.985071042000001,50.23523861,LK Bad Kissingen
1655,34,2001,LK Euskirchen,1.0,20.633919871611198,1655,1,6,266.0,6.649498443,50.52506986,LK Euskirchen
1656,34,2001,LK Hildesheim,1.0,17.759360663016103,1656,7,10,343.0,9.936837271,52.10790761,LK Hildesheim
1657,34,2001,LK Hochsauerlandkreis,1.0,13.4624733555215,1657,4,8,19.0,8.427181649,51.32331517,LK Hochsauerlandkreis
1658,34,2001,LK Kelheim,1.0,35.6160588852174,1658,10,3,107.0,11.84826972,48.82915438,LK Kelheim
1659,34,2001,LK Konstanz,2.0,29.694199802384702,1659,6,1,270.0,9.129606178,47.8477235,LK Konstanz
1660,34,2001,LK Kusel,1.0,68.1018501002611,1660,3,5,260.0,7.479068831,49.56349259,LK Kusel
1661,34,2001,LK Leer,2.0,45.7166325736934,1661,3,12,331.0,7.816364299,53.37698084,LK Leer
1662,34,2001,LK Märkischer Kreis,1.0,8.54737381939399,1662,3,8,320.0,7.718627682,51.26186162,LK Märkischer Kreis
1663,34,2001,LK Oberbergischer Kreis,1.0,15.2743009885867,1663,3,7,41.0,7.493526602,51.0346558,LK Oberbergischer Kreis
1664,34,2001,LK Rhein-Erft-Kreis,2.0,9.96374304613767,1664,1,7,332.0,6.7243826570000005,50.91095217,LK Rhein-Erft-Kreis
1665,34,2001,Region Hannover,1.0,3.83298410589257,1665,7,10,344.0,9.740668383,52.42059177,Region Hannover
1666,34,2001,SK Kiel,1.0,8.99748070540249,1666,7,14,308.0,10.13363587,54.33705667,SK Kiel
1667,34,2001,SK Köln,7.0,30.78750940117498,1667,2,7,358.0,6.95755812,50.95978658,SK Köln
1668,34,2001,SK Nürnberg,1.0,5.55526407565035,1668,9,4,348.0,11.26434146,49.44199411,SK Nürnberg
1669,35,2001,LK Darmstadt-Dieburg,1.0,13.571283164823198,1669,5,5,366.0,8.757112401,49.85856737,LK Darmstadt-Dieburg
1670,35,2001,LK Miltenberg,1.0,35.6612184249629,1670,6,5,138.0,9.2487112,49.7684453,LK Miltenberg
1671,35,2001,LK Märkischer Kreis,2.0,15.986496994742387,1671,3,8,320.0,7.718627682,51.26186162,LK Märkischer Kreis
1672,35,2001,LK Neuburg-Schrobenhausen,1.0,45.1229600661803,1672,9,3,173.0,11.21302825,48.6566017,LK Neuburg-Schrobenhausen
1673,35,2001,LK Paderborn,1.0,13.796486494772699,1673,5,9,288.0,8.727860063,51.64948114,LK Paderborn
1674,35,2001,LK Rhein-Erft-Kreis,1.0,,1674,1,7,332.0,6.7243826570000005,50.91095217,LK Rhein-Erft-Kreis
1675,35,2001,LK Schweinfurt,1.0,37.7778244170672,1675,7,5,351.0,10.28494421,50.01617769,LK Schweinfurt
1676,35,2001,LK Siegen-Wittgenstein,1.0,12.224855848574801,1676,4,7,55.0,8.199012193,50.94208595,LK Siegen-Wittgenstein
1677,35,2001,LK Stadtverband Saarbrücken,1.0,9.83085468358302,1677,2,4,317.0,6.969358542,49.24673345,LK Stadtverband Saarbrücken
1678,35,2001,SK Emden,1.0,81.6215480886954,1678,2,12,291.0,7.173407894,53.36926198,SK Emden
1679,35,2001,SK Fürth,1.0,34.5396630463983,1679,9,4,300.0,10.96638261,49.49040584,SK Fürth
1680,35,2001,SK Gelsenkirchen,3.0,51.287720492340796,1680,2,8,325.0,7.066820644,51.56146472,SK Gelsenkirchen
1681,35,2001,SK Hamburg,2.0,4.97101127108135,1681,7,12,122.0,10.23793642,53.49789652,SK Hamburg
1682,35,2001,SK Krefeld,1.0,19.9335548172757,1682,1,8,18.0,6.576357018,51.35105242,SK Krefeld
1683,35,2001,SK Köln,4.0,13.03636473427716,1683,2,7,358.0,6.95755812,50.95978658,SK Köln
1684,35,2001,SK Regensburg,1.0,33.2858701481221,1684,11,3,248.0,12.10572958,49.02247993,SK Regensburg
1685,35,2001,StädteRegion Aachen,1.0,5.48839052947723,1685,1,7,309.0,6.417590692999999,50.61051921,StädteRegion Aachen
1686,36,2001,LK Böblingen,1.0,10.823747301579699,1686,5,3,350.0,8.942495704,48.67913217,LK Böblingen
1687,36,2001,LK Ennepe-Ruhr-Kreis,4.0,48.6636450887468,1687,2,8,264.0,7.341123241,51.34042391,LK Ennepe-Ruhr-Kreis
1688,36,2001,LK Konstanz,2.0,30.1953894756541,1688,6,1,270.0,9.129606178,47.8477235,LK Konstanz
1689,36,2001,LK Leer,1.0,,1689,3,12,331.0,7.816364299,53.37698084,LK Leer
1690,36,2001,LK Lindau,1.0,58.9313776846517,1690,7,1,150.0,9.853905439,47.59909659,LK Lindau
